is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	stopwords_removed_retweet_text
1	ARnews1936	RT @ARnews1936: Media GOES HYSTERICAL Over Phone Call From Taiwan, Forgets Obama Sold Taiwan Billions In Weapons https://t.co/6sPlFzC1FM		 Media GOES HYSTERICAL Over Phone Call From Taiwan, Forgets Obama Sold Taiwan Billions In Weapons https://t.co/6sPlFzC1FM	Media GOES Call Taiwan Forgets Obama Sold Taiwan Billions Weapons
1	nathanking	RT @nathanking: The #Trump #Taiwan call is very very ill timed too as any strait watcher can tell you - what were they/ he thinking ? What'??t		 The #Trump #Taiwan call is very very ill timed too as any strait watcher can tell you - what were they/ he thinking ? What'??t	Trump Taiwan call ill strait tell thinking
1	keith_saunders	RT @keith_saunders: Holy cow, what a garbage fire and he hasn't even assumed office yet.		 Holy cow, what a garbage fire and he hasn't even assumed office yet.	Holy garbage fire even assumed office
1	BBCWorld	RT @BBCWorld: China protests at Trump-Taiwan call https://t.co/BOx2yXE4Os		 China protests at Trump-Taiwan call https://t.co/BOx2yXE4Os	China protests TrumpTaiwan
1	Khanoisseur	RT @Khanoisseur: So Trump's unprecented move to call Taiwan that's setting off alarms everywhere?		 So Trump's unprecented move to call Taiwan that's setting off alarms everywhere?	unprecented move call thats setting alarms everywhere
1	LibyaLiberty	RT @LibyaLiberty: Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??S		 Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??S	Oh maaaanTrump camp Taiwan Trump employee jusS
1	JackPosobiec	"RT @JackPosobiec: Reuters: ""Chinese officials said they were not troubled by the Taiwan call because Trump was not yet president"""		" Reuters: ""Chinese officials said they were not troubled by the Taiwan call because Trump was not yet president"""	Reuters Chinese officials troubled Taiwan call Trump yet president
1	TheDailyEdge	"RT @TheDailyEdge: Trump's Taiwan call: ""We don't know if he did it on purpose... this, conceivably, is the way wars start"" @maddow https://??S"		" Trump's Taiwan call: ""We don't know if he did it on purpose... this, conceivably, is the way wars start"" @maddow https://??S"	Trumps Taiwan call know purpose conceivably wars start maddow
1	FurForceFive	RT @FurForceFive: China blames Taiwan for president's 'petty' phone call with Trump https://t.co/aa1F1h3SzA via @Reuters		 China blames Taiwan for president's 'petty' phone call with Trump https://t.co/aa1F1h3SzA via @Reuters	China blames petty phone call Reuters
1	Ziplok_	RT @Ziplok_: Trump Taiwan.		 Trump Taiwan.	Trump Taiwan
1	JackPosobiec	RT @JackPosobiec: Obama sells Taiwan $2 billion in arms. Liberals are fine.		 Obama sells Taiwan $2 billion in arms. Liberals are fine.	Obama sells Liberals fine
1	CubaSinFrontera	RT @CubaSinFrontera: China hopes Trump call with Taiwan leader won't damage ties https://t.co/az8FXR0RXx		 China hopes Trump call with Taiwan leader won't damage ties https://t.co/az8FXR0RXx	China hopes call Taiwan leader damage ties
1	desiderioDC	"RT @desiderioDC: ""DNC Statement on Trump? Foolish Taiwan Call""https://t.co/qIPfmgv1fqvey"		" ""DNC Statement on Trump? Foolish Taiwan Call""https://t.co/qIPfmgv1fqvey"	DNC Statement Trump Foolish Taiwan
1	stephenfhayes	RT @stephenfhayes: Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan???		 Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan???	Obama breaks policy Cuba amp endless coverage Trump breaks policy
1	mattdpearce	RT @mattdpearce: [checks Twitter history to learn Trump's apparently massively important policy stance on Taiwan] https://t.co/tJ7mAVSLOe		 [checks Twitter history to learn Trump's apparently massively important policy stance on Taiwan] https://t.co/tJ7mAVSLOe	checks Twitter history learn Trumps massively important policy
1	BidensAviators	RT @BidensAviators: Trump: Wouldn't it be great if we got along w/ Taiwan?		 Trump: Wouldn't it be great if we got along w/ Taiwan?	Trump great got w Taiwan
1	healthwomeninfo	RT @healthwomeninfo: #China #lodges #complaint #over #Trump #Taiwan #call		 #China #lodges #complaint #over #Trump #Taiwan #call	China lodges complaint Trump call
1	ambchrishill	RT @ambchrishill: Trump &amp; #Taiwan.  This is an example of winging it in the extreme.  Hope Trump doesn't feel he has to double down on this??o		 Trump &amp; #Taiwan. This is an example of winging it in the extreme. Hope Trump doesn't feel he has to double down on this??o	Trump amp Taiwan example extreme Hope feel double
1	RIGHTZONE	RT @RIGHTZONE: Apparently #Democrats think China should dictate who we can talk to. Trump accepts congratulations from Taiwan.		 Apparently #Democrats think China should dictate who we can talk to. Trump accepts congratulations from Taiwan.	Apparently Democrats think dictate to Trump accepts congratulations
1	LibyaLiberty	RT @LibyaLiberty: Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??i		 Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??i	Oh maaaanTrump camp Taiwan Trump employee jusi
1	FarEastAdvTravl	RT @FarEastAdvTravl: LIVE on #Periscope: Taiwan Look What The Trump Call Did #taiwan #trump https://t.co/8oRFafzzNd		 LIVE on #Periscope: Taiwan Look What The Trump Call Did #taiwan #trump https://t.co/8oRFafzzNd	LIVE Periscope Taiwan Look Trump Call taiwan trump
1	davidschneider	"RT @davidschneider: ""It's vital for US relations with China you don't ring Taiwan"""		" ""It's vital for US relations with China you don't ring Taiwan"""	Its vital US China Taiwan
1	PremiumTimesng	RT @PremiumTimesng: China lodges protest after Trump call with Taiwan president https://t.co/lQphQ0tHHw		 China lodges protest after Trump call with Taiwan president https://t.co/lQphQ0tHHw	China lodges call
1	BraddJaffy	RT @BraddJaffy: Trump talked to the president of Taiwan today. That has the potential to infuriate China. https://t.co/DoymUbiBLK https://t??e		 Trump talked to the president of Taiwan today. That has the potential to infuriate China. https://t.co/DoymUbiBLK https://t??e	Trump talked president
1	realDonaldTrump	"""@AliasHere: RT @realDonaldTrump: I will be interviewed on @foxandfriends tomorrow morning at 7:00. Enjoy!"""	" ""@AliasHere:"	" I will be interviewed on @foxandfriends tomorrow morning at 7:00. Enjoy!"""	foxandfriends tomorrow morning 700
1	lauriecrosswell	RT @lauriecrosswell: The Trump Taiwan fiasco proved every point ever made about the President-Elect's rhetoric: he's unfit on every level t??e		 The Trump Taiwan fiasco proved every point ever made about the President-Elect's rhetoric: he's unfit on every level t??e	Trump Taiwan fiasco proved every point made hes every level
1	intlspectator	RT @intlspectator: BREAKING: China has lodged a protest with the US over Trump's call with Taiwan's president		 BREAKING: China has lodged a protest with the US over Trump's call with Taiwan's president	BREAKING China lodged protest US Trumps call Taiwans
1	NolteNC	RT @NolteNC: Trump should fire off a tweet claiming he got drunk and played 5 hours of Grand Theft Auto with the Taiwan president.		 Trump should fire off a tweet claiming he got drunk and played 5 hours of Grand Theft Auto with the Taiwan president.	Trump fire tweet drunk 5 hours Grand Theft Auto Taiwan president
1	dparkinson45	RT @dparkinson45: China lodges complaint over Trump-Taiwan call: https://t.co/qYu4R8upMe		 China lodges complaint over Trump-Taiwan call: https://t.co/qYu4R8upMe	China lodges call
1	KaylinWinters2	RT @KaylinWinters2: Can you believe this crap? 		 Can you believe this crap?	believe
1	johnlevenstein	"RT @johnlevenstein: TRUMP (taking call from Taiwan): ""My pleasure. We're friends. Now tell me. Is it very hot there? Because I need to move??t"		" TRUMP (taking call from Taiwan): ""My pleasure. We're friends. Now tell me. Is it very hot there? Because I need to move??t"	TRUMP taking call Taiwan My pleasure me there need
1	JackBPR	RT @JackBPR: Media freakout over Trump taking call from Taiwan leads to one hilarious tweet https://t.co/ythxSFtRbN https://t.co/QD4tN0gAJQ		 Media freakout over Trump taking call from Taiwan leads to one hilarious tweet https://t.co/ythxSFtRbN https://t.co/QD4tN0gAJQ	Media freakout call Taiwan leads one tweet
1	rmayemsinger	RT @rmayemsinger: Obama/Cuba Trump/Taiwan false equivalency is off the rails. A bunch of clueless reckless Americans elected a clueless rec??i		 Obama/Cuba Trump/Taiwan false equivalency is off the rails. A bunch of clueless reckless Americans elected a clueless rec??i	ObamaCuba TrumpTaiwan rails clueless reckless Americans clueless reci
1	_Makada_	RT @_Makada_: It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??n		 It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??n	PresidentElect bow Communist China Trump put AMERICA n
1	Independent	RT @Independent: China just lodged its first diplomatic protest against Donald Trump https://t.co/AjyapJIcrG https://t.co/Ibon6P8Vwt		 China just lodged its first diplomatic protest against Donald Trump https://t.co/AjyapJIcrG https://t.co/Ibon6P8Vwt	China diplomatic protest
1	FilmLadd	RT @FilmLadd: Trump's phone call to Taiwan signals a break from Obama's, Clinton's, and both Bushes' China coddling. About time.		 Trump's phone call to Taiwan signals a break from Obama's, Clinton's, and both Bushes' China coddling. About time.	Trumps phone call Taiwan signals break Obamas Bushes China time
1	brandongroeny	RT @brandongroeny: In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means wa??e		 In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means wa??e	current year media thinks phone call congratulate Trump means wae
1	Amy_Siskind	RT @Amy_Siskind: Pakistan, Taiwan, The Philippines:  I feel like I'm watching a SNL skit of Donald Trump playing himself.  Except it's dang??n		 Pakistan, Taiwan, The Philippines: I feel like I'm watching a SNL skit of Donald Trump playing himself. Except it's dang??n	Pakistan Im watching SNL Donald playing himself Except dangn
1	GissiSim	RT @GissiSim: Wondering why Trump made the call to Taiwan?		 Wondering why Trump made the call to Taiwan?	Wondering Trump call Taiwan
1	KeithOlbermann	"RT @KeithOlbermann: After provoking China and titillating Taiwan, we are mere hours from Trump announcing ""We've always been at war with Ea??n"		" After provoking China and titillating Taiwan, we are mere hours from Trump announcing ""We've always been at war with Ea??n"	provoking titillating Taiwan hours Trump Weve always war Ean
1	RT_com	RT @RT_com: US sells weapons, but I can't get a call? Trump baffled about outrage over his Taiwan phone call https://t.co/9odRrnf3h5		 US sells weapons, but I can't get a call? Trump baffled about outrage over his Taiwan phone call https://t.co/9odRrnf3h5	US sells weapons cant get call Trump baffled outrage phone call
1	LawlessPirate	RT @LawlessPirate: Trump is treating Taiwan as a free nationstate while pissing off Communist China. I couldn't be more proud of my preside??S		 Trump is treating Taiwan as a free nationstate while pissing off Communist China. I couldn't be more proud of my preside??S	Trump treating Communist proud
1	Matthew_Feltner	RT @Matthew_Feltner: Trump talks to Taiwan and people lose their mind. Obama sells Taiwan weapons worth $1.8 billion in 2015, and no one sa??n		 Trump talks to Taiwan and people lose their mind. Obama sells Taiwan weapons worth $1.8 billion in 2015, and no one sa??n	Trump talks people mind Obama Taiwan 18 billion one san
1	chrislhayes	RT @chrislhayes: In September, the Trump Org sent someone to Taiwan inquiring about a possible development near Taiwan's airport https://t.??n		 In September, the Trump Org sent someone to Taiwan inquiring about a possible development near Taiwan's airport https://t.??n	September Trump Org sent inquiring possible development Taiwans airport
1	ambchrishill	RT @ambchrishill: Trump &amp; #Taiwan.  This is an example of winging it in the extreme.  Hope Trump doesn't feel he has to double down on this??i		 Trump &amp; #Taiwan. This is an example of winging it in the extreme. Hope Trump doesn't feel he has to double down on this??i	Trump amp Taiwan example extreme Hope feel double
1	qz	RT @qz: UPDATE: China has made a formal complaint to the US over Donald Trump's call with Taiwan https://t.co/64eU35xFlI https://t.co/KR4Rf??i		 UPDATE: China has made a formal complaint to the US over Donald Trump's call with Taiwan https://t.co/64eU35xFlI https://t.co/KR4Rf??i	UPDATE China made formal complaint US Donald call
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??t"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??t"	Trump Org we planning expansion Taiwan abt this Great find httt
1	stephenfhayes	RT @stephenfhayes: Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??m		 Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??m	Obama breaks policy Cuba amp endless coverage Trump breaks policy
1	kurteichenwald	RT @kurteichenwald: ...or is it possible that, w/o a foreign policy team in place, Trump &amp; his folks didnt know massive ramifications of ca??i		 ...or is it possible that, w/o a foreign policy team in place, Trump &amp; his folks didnt know massive ramifications of ca??i	or that wo policy place Trump know massive ramifications
1	JoshNoneYaBiz	RT @JoshNoneYaBiz: Trump takes a call from Taiwan....		 Trump takes a call from Taiwan....	Trump takes Taiwan
1	maramcewin	RT @maramcewin: Between Pakistan 		 Between Pakistan	Pakistan
1	carlbildt	RT @carlbildt: It's true that Donald Trump never claimed diplomatic finesse to be among his defining characteristics. https://t.co/jluSNj5g??l		 It's true that Donald Trump never claimed diplomatic finesse to be among his defining characteristics. https://t.co/jluSNj5g??l	Trump claimed diplomatic finesse among characteristics
1	stephenfhayes	RT @stephenfhayes: Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??o		 Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??o	Obama breaks policy Cuba amp endless coverage Trump breaks policy
1	_Makada_	RT @_Makada_: MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??n		 MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??n	MSM says Trump cant Taiwan Hillary accept millions countries enslave
1	haaretzcom	RT @haaretzcom: China complains to U.S. about Trump's unprecedented call to Taiwan; Trump: She CALLED ME https://t.co/lJeQbZEgwq https://t.??n		 China complains to U.S. about Trump's unprecedented call to Taiwan; Trump: She CALLED ME https://t.co/lJeQbZEgwq https://t.??n	China complains US Trumps unprecedented Taiwan Trump
1	latinaafortrump	RT @latinaafortrump: In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means??a		 In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means??a	current year media thinks phone call congratulate Trump meansa
1	Toure	RT @Toure: They mad. RT @intlspectator: BREAKING: Chinese government has made contact with White House over Trump? call with Taiwan? Pres??ed??i		 They mad. @intlspectator: BREAKING: Chinese government has made contact with White House over Trump? call with Taiwan? Pres??ed??i	mad intlspectator Chinese contact White call Taiwan Presedi
1	ScottPresler	RT @ScottPresler: President Obama praises Fidel Castro, a monster, &amp; no one cares.		 President Obama praises Fidel Castro, a monster, &amp; no one cares.	President Obama praises monster amp one cares
1	sialusa	RT @sialusa: Trump-Taiwan ?踫漕Finally Explained?踫漕 PIZZA GATE IS REAL ?踫景GLOBALIST ELITE &amp; SATANIC CULT GAMES: https://t.co/GNgmjvfUhO via @wordpr??		 Trump-Taiwan ?踫漕Finally Explained?踫漕 PIZZA GATE IS REAL ?踫景GLOBALIST ELITE &amp; SATANIC CULT GAMES: https://t.co/GNgmjvfUhO via @wordpr??	TrumpTaiwan Finally Explained GATE REAL amp CULT GAMES via wordpr
1	_Makada_	RT @_Makada_: It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??e		 It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??e	PresidentElect bow Communist China Trump put AMERICA e
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??n"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??n"	Trump Org we planning expansion Taiwan abt this Great find httn
1	mag_itsybitsy	RT @mag_itsybitsy: Read my analysis on the #Trump Taiwan situation,&amp; why this is a great move my our President Elect @realDonaldTrump 		 Read my analysis on the #Trump Taiwan situation,&amp; why this is a great move my our President Elect @realDonaldTrump	Read situationamp President realDonaldTrump
1	RawStory	RT @RawStory: US chamber in China says new Trump administration better to get up to speed quickly after Taiwan flub https://t.co/ewfVfxqFEt??e		 US chamber in China says new Trump administration better to get up to speed quickly after Taiwan flub https://t.co/ewfVfxqFEt??e	US chamber China says administration better get speed quickly flub
1	thecamron	RT @thecamron: Today alone: 		 Today alone:	Today
1	OrientalTimes	RT @OrientalTimes: BREAKING!!! Trump-Taiwan Call: China Lodges Its First Diplomatic Protest Against US President Elect https://t.co/s1fNCds??e		 BREAKING!!! Trump-Taiwan Call: China Lodges Its First Diplomatic Protest Against US President Elect https://t.co/s1fNCds??e	BREAKING TrumpTaiwan Call China Lodges First Diplomatic Protest US President Elect
1	iResistAll	"RT @iResistAll: Liberal media: ""Trump Taiwan call is WWIII!!!"""		" Liberal media: ""Trump Taiwan call is WWIII!!!"""	Liberal Trump Taiwan call WWIII
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt?? "		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??"	Trump Org we planning expansion Taiwan abt this Great find htt
1	bocavista2016	RT @bocavista2016: MSM: You talked to Taiwan		 MSM: You talked to Taiwan	MSM talked Taiwan
1	nathanking	RT @nathanking: Seriously the #Trump #Taiwan call could undo decades of work between two essential nations - pretty irresponsible regardles??e		 Seriously the #Trump #Taiwan call could undo decades of work between two essential nations - pretty irresponsible regardles??e	Seriously Trump could decades work two essential nations pretty irresponsible regardlese
1	MaryLovesVeg	RT @MaryLovesVeg: I would chalk this up to ignorance, but what about his staff?? They?e unaware too? #Trump #Taiwan  https://t.co/tuoOQdz5??ed?		 I would chalk this up to ignorance, but what about his staff?? They?e unaware too? #Trump #Taiwan https://t.co/tuoOQdz5??ed?	would chalk staff Theye unaware Trump
1	DrXPsychologist	RT @DrXPsychologist: Trump's Taiwan call not due to ignorance. Conflict of interest/greed was behind the call.Trump is betraying America to?? 		 Trump's Taiwan call not due to ignorance. Conflict of interest/greed was behind the call.Trump is betraying America to??	Trumps Taiwan call due Conflict behind callTrump betraying to
1	wilfredchan	RT @wilfredchan: good take: trump is totally reckless for speaking to taiwan. he should know china doesn't consider it a country		 good take: trump is totally reckless for speaking to taiwan. he should know china doesn't consider it a country	good totally speaking taiwan know china consider
1	kurteichenwald	RT @kurteichenwald: I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored??i		 I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored??i	wonder Trump ChinaTaiwan policy Reagan amp
1	FT	RT @FT: Until Donald Trump's call, it's believed no US president or president-elect has contacted Taiwan's leader since 1979 https://t.co/O??l		 Until Donald Trump's call, it's believed no US president or president-elect has contacted Taiwan's leader since 1979 https://t.co/O??l	Donald believed president presidentelect contacted Taiwans leader since
1	pink_lady56	RT @pink_lady56: Trump-Taiwan		 Trump-Taiwan	TrumpTaiwan
1	40billion	"""@LynneOakvik: RT @40billion: Donald Trump Proves Hair Is Real | Interview | --In case you were wondering... http://t.co/OZ5BBDkHzu"""	" ""@LynneOakvik:"	" Donald Trump Proves Hair Is Real | Interview | --In case you were wondering... http://t.co/OZ5BBDkHzu"""	Donald Proves Interview In wondering
1	TrumpsBrain	RT @TrumpsBrain: Gee, now why would Trump want to have better relations with Taiwan over Mainland China? https://t.co/Kmzzrl4WM6		 Gee, now why would Trump want to have better relations with Taiwan over Mainland China? https://t.co/Kmzzrl4WM6	Gee would Trump want better relations Mainland
1	2NE1PB1984	RT @2NE1PB1984: BBC News - Trump-Taiwan call breaks US policy stance		 BBC News - Trump-Taiwan call breaks US policy stance	BBC News TrumpTaiwan call breaks US stance
1	CNNPolitics	RT @CNNPolitics: Donald Trump speaks with Taiwan's President, a move that threatens to trigger a diplomatic showdown with China https://t.c??e		 Donald Trump speaks with Taiwan's President, a move that threatens to trigger a diplomatic showdown with China https://t.c??e	Donald speaks Taiwans move threatens trigger showdown
1	ChrisRBarron	RT @ChrisRBarron: Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for?? 		 Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for??	Seems phone Taiwan good notice done doormat for
1	billyeichner	RT @billyeichner: Ok now the President of Taiwan just called me and asked for tickets to Hairspray Live, fuck you Trump.		 Ok now the President of Taiwan just called me and asked for tickets to Hairspray Live, fuck you Trump.	Ok President Taiwan asked tickets Trump
1	DVATW	RT @DVATW: Trump-Taiwan call: China lodges protest. Protest all they want. The call came from Taiwan! Good for him  https://t.co/9TbtXlICgx		 Trump-Taiwan call: China lodges protest. Protest all they want. The call came from Taiwan! Good for him https://t.co/9TbtXlICgx	TrumpTaiwan call China protest Protest came Taiwan
1	ThePlumLineGS	RT @ThePlumLineGS: Trump's phone call with Taiwan raises conflict of interest questions, the @nytimes reports:		 Trump's phone call with Taiwan raises conflict of interest questions, the @nytimes reports:	Trumps phone call Taiwan raises interest questions nytimes reports
1	JuddLegum	RT @JuddLegum: 1. Trump spoke with Taiwan's president, something a US prez hasn't done in decades, the FT reports. It will likely anger Chi??e		 1. Trump spoke with Taiwan's president, something a US prez hasn't done in decades, the FT reports. It will likely anger Chi??e	1 Trump spoke Taiwans president US decades FT likely anger
1	abwhite7	RT @abwhite7: President Obama and President-elect Trump on #Taiwan and #China. 		 President Obama and President-elect Trump on #Taiwan and #China.	President Obama Taiwan
1	BTW87681362	RT @BTW87681362: Bravo!		 Bravo!	Bravo
1	joshgreenman	RT @joshgreenman: BuzzFeed goes with the technical term of how Trump's Taiwan conversation could impact U.S.-China relations. https://t.co/??S		 BuzzFeed goes with the technical term of how Trump's Taiwan conversation could impact U.S.-China relations. https://t.co/??S	BuzzFeed goes technical term Trumps Taiwan could USChina relations
1	guardian	RT @guardian: Donald Trump's phone call with Taiwan president risks China's wrath https://t.co/fiTiOWovKo		 Donald Trump's phone call with Taiwan president risks China's wrath https://t.co/fiTiOWovKo	Donald phone president risks Chinas wrath
1	Jezebel	RT @Jezebel: Trump is the first president to call Taiwan since 1979 and oh man are we fucked https://t.co/EFRZioOCyJ https://t.co/2UPccoeJJF		 Trump is the first president to call Taiwan since 1979 and oh man are we fucked https://t.co/EFRZioOCyJ https://t.co/2UPccoeJJF	Trump president since oh man fucked
1	_Makada_	RT @_Makada_: MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??l		 MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??l	MSM says Trump cant Taiwan Hillary accept millions countries enslave
1	bmangh	RT @bmangh: BBC News - Trump-Taiwan call breaks US policy stance https://t.co/ZtlRodNcOB		 BBC News - Trump-Taiwan call breaks US policy stance https://t.co/ZtlRodNcOB	BBC News TrumpTaiwan call breaks US stance
1	poppy337	RT @poppy337: This ?踫??潤蕉 is ?踫??潤蕉exactly?踫??潤蕉 why ?踫??潤蕉 someone ?踫??潤蕉with?踫??潤蕉no?踫??潤蕉experience?踫??潤蕉should?踫??潤蕉not?踫??潤蕉have?踫??潤蕉been?踫??潤蕉elected?踫??潤蕉President?踫??潤蕉 		 This ?踫??潤蕉 is ?踫??潤蕉exactly?踫??潤蕉 why ?踫??潤蕉 someone ?踫??潤蕉with?踫??潤蕉no?踫??潤蕉experience?踫??潤蕉should?踫??潤蕉not?踫??潤蕉have?踫??潤蕉been?踫??潤蕉elected?踫??潤蕉President?踫??潤蕉	someone withnoexperienceshouldnothavebeenelectedPresident
1	mattdpearce	RT @mattdpearce: The White House is getting its news about Donald Trump from foreign governments. https://t.co/60COO6o1ow https://t.co/1eqy??l		 The White House is getting its news about Donald Trump from foreign governments. https://t.co/60COO6o1ow https://t.co/1eqy??l	White House getting Donald Trump governments
1	yujiechentw	RT @yujiechentw: Trump spoke with Taiwan president, a conversation that is certain to infuriate Beijing.  https://t.co/k2E4zciG8P via @WSJ		 Trump spoke with Taiwan president, a conversation that is certain to infuriate Beijing. https://t.co/k2E4zciG8P via @WSJ	Trump spoke president certain infuriate Beijing WSJ
1	ChrisRBarron	RT @ChrisRBarron: Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for??n		 Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for??n	Seems phone Taiwan good notice done doormat forn
1	pink_lady56	RT @pink_lady56: IF Trump-Taiwan hadn't accepted the congratulatory phone call		 IF Trump-Taiwan hadn't accepted the congratulatory phone call	TrumpTaiwan accepted congratulatory call
1	ColumbiaBugle	RT @ColumbiaBugle: #Editorial I love how the left thinks Trump speaking to Taiwan is horrifying. Yet Obama making a deal with Iran is total??l		 #Editorial I love how the left thinks Trump speaking to Taiwan is horrifying. Yet Obama making a deal with Iran is total??l	Editorial thinks Taiwan horrifying Yet making deal totall
1	LordofWentworth	RT @LordofWentworth: China plays into Trump's hands with Taiwan declaration.		 China plays into Trump's hands with Taiwan declaration.	China plays Trumps Taiwan declaration
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??l"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??l"	Trump Org we planning expansion Taiwan abt this Great find httl
1	larsoneric50	RT @larsoneric50: We'll completely forget Trump talked to Taiwan in 6 months when he starts a nuclear war with Mexico		 We'll completely forget Trump talked to Taiwan in 6 months when he starts a nuclear war with Mexico	Well completely forget Trump talked Taiwan months nuclear Mexico
1	dankennedy_nu	RT @dankennedy_nu: If you?e cutting Trump slack on Taiwan, it? because you assume the Chinese know he? an unqualified, ignorant buffoon.??n??ordp		 If you?e cutting Trump slack on Taiwan, it? because you assume the Chinese know he? an unqualified, ignorant buffoon.??n??ordp	youe cutting Taiwan it assume unqualified ignorant buffoonnordp
1	ffsake	RT @ffsake: #Trump has breeched decades of #USA foreign policy towards #China &amp; lied about the circumstances. Bodes well!! #China #Taiwan		 #Trump has breeched decades of #USA foreign policy towards #China &amp; lied about the circumstances. Bodes well!! #China #Taiwan	Trump breeched decades USA foreign policy amp lied circumstances Bodes well China
1	Max_Fisher	RT @Max_Fisher: Trump statement refers to the nation of Taiwan ??non-recognition of Taiwan has been US policy since 1979. https://t.co/jk7Q?? @w		 Trump statement refers to the nation of Taiwan ??non-recognition of Taiwan has been US policy since 1979. https://t.co/jk7Q?? @w	Trump statement refers nation Taiwan US since 1979 w
1	PaulTyredagh81	RT @PaulTyredagh81: BBC News - Trump-Taiwan call breaks US policy stance https://t.co/H0kulBED74 He is dangerously clueless.		 BBC News - Trump-Taiwan call breaks US policy stance https://t.co/H0kulBED74 He is dangerously clueless.	BBC News TrumpTaiwan call breaks US stance dangerously clueless
1	kurteichenwald	RT @kurteichenwald: I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored???		 I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored???	wonder Trump ChinaTaiwan policy Reagan amp
1	JuddLegum	RT @JuddLegum: 2. In TOTALLY UNRELATED NEWS the Trump Organization is looking to do business in Taiwan https://t.co/OeNFigjVkZ		 2. In TOTALLY UNRELATED NEWS the Trump Organization is looking to do business in Taiwan https://t.co/OeNFigjVkZ	2 TOTALLY UNRELATED NEWS Trump Organization looking business Taiwan
1	phhensley	RT @phhensley: Somebody needs to explain to the Chinese that they should take the Trump Taiwan call seriously, but not literally		 Somebody needs to explain to the Chinese that they should take the Trump Taiwan call seriously, but not literally	Somebody explain take call literally
